,key_0,id,imdb_id,original_title,poster_path,score
926,2037,11557,tt0090060,St. Elmo's Fire,/oRmvCyeGhXy2JrNgF88KqY3Hgir.jpg,5.854386007632459
4378,16762,49494,tt1034389,The Eagle,/1e3SKFIEy8zPYICzQXBqeKM6xx8.jpg,5.854513763072793
1967,4895,11857,tt0273923,Orange County,/ifSt98anKHiVTIokvFZisgkfvKd.jpg,5.8550601464860135
2632,7690,10498,tt0107843,Point of No Return,/kOfSTm2cftavsyB49amnhW3is9y.jpg,5.8550601464860135
5860,28526,290764,tt2401097,Tracers,/mctuPOqqkXJM8zwqhHindrMycmt.jpg,5.85547782589784
1804,4318,2114,tt0173840,Final Fantasy: The Spirits Within,/ixu5L3L55wJPVUGAfwdE4qVwWbi.jpg,5.855818339657702
2052,5266,4614,tt0164184,The Sum of All Fears,/k3ZJrGAccBocurYccRyD3aP6ltV.jpg,5.856319454897879
1836,4436,11352,tt0096794,Always,/qSU4UZrKsLOxsPlwNm034w4eDqr.jpg,5.856389869912747
2542,7227,14442,tt0327679,Ella Enchanted,/5xURlqmsrbMZJiTQmu3TOEIfHFT.jpg,5.856889909777946
5337,22842,201086,tt2390237,Cuban Fury,/AkVDoXUHYZ9cmoHX1DcJDu5s61K.jpg,5.85704562393141
3178,10902,11348,tt0422272,Frágiles,/zNjjrfbI3gb1FcRPmr9FZX1zyrI.jpg,5.85704562393141
1055,2308,8856,tt0091326,"The Karate Kid, Part II",/4zmEPGKrD3sgjHZUs99tknEBaJy.jpg,5.8571298546214825
3232,11124,1852,tt0469641,World Trade Center,/hYbKIxMGqm0YaxGBYW52NbkYNAx.jpg,5.857445656797384
1410,3156,9605,tt0105414,Single White Female,/3PH1tWrCAtAb7ws5BNYN9j0DnxN.jpg,5.858339328692213
5036,20811,84204,tt1525366,Grabbers,/eZ9hd0p2QXRSv1xoKaFDERLyadJ.jpg,5.858977439824228
5831,27965,320316,tt4142022,Italiano medio,/srPfF8TGoFQ4VFDG8cEAhe0BOye.jpg,5.8602365698257985
2099,5434,15516,tt0068833,The Last House on the Left,/AnAovjFaZniDKyp3ET4YAGZIDgg.jpg,5.8602365698257985
2346,6614,7288,tt0266489,Duplex,/rFtYcCd21ML6s0EuGMEuojFvz3B.jpg,5.860297236496527
208,463,10612,tt0112966,The Englishman Who Went Up a Hill But Came Down a Mountain,/ls7KPoxNiy3IcAot3QB0oFuMtdW.jpg,5.860563585702902
5517,23908,174337,tt2140577,The Pretty One,/mulbnD7O2llwR1PNjl3AB5iJl0c.jpg,5.860563585702902
1867,4554,183,tt0098663,The Wizard,/xGNirmikw9OXsfR9NYQKmsxb5nF.jpg,5.860563585702902
2187,5819,2642,tt0313737,Two Weeks Notice,/oJhoI85vBdFRSMEgnYNCcrNDocJ.jpg,5.8606354201720245
1740,4114,10991,tt0235679,Pokémon 3: The Movie,/5ILjS6XB5deiHop8SXPsYxXWVPE.jpg,5.860857740626573
3475,12019,2082,tt0373883,Halloween,/9CPYBA1Fq5BdCmViSPyfPiBOcTH.jpg,5.860967891285437
4130,14978,28211,tt1352824,Chloe,/7F8P9FdmnT21zBj4uTFQtk01Pec.jpg,5.861229851746608
5446,23479,174323,tt2429074,G.B.F.,/lKrLv8HILOq093GLubiHpU23OhC.jpg,5.8614734143406135
3746,13009,10523,tt1175491,W.,/upFQuRzN23kLvzO1brSFClLqZvV.jpg,5.8614734143406135
997,2222,10663,tt0120484,The Waterboy,/wZKa2NZgEKJ85NoO2cQ7xzj8eBn.jpg,5.8616799198026195
3628,12521,8988,tt0489281,Stop-Loss,/k6JVbZ1RWswGHkt5sRcT9wUVUbj.jpg,5.862005973740835
2419,6845,10410,tt0104427,Hoffa,/84FxleIHMRelE3tovo9yIZqd46O.jpg,5.862005973740835
283,632,11479,tt0111543,Un indien dans la ville,/y6gnqDDPPtGZomkkqWVc4wWM7wX.jpg,5.862083663616646
6392,37551,301348,tt2093991,Elvis & Nixon,/367GHvPaAkK7uPZR1AhZwULnu0x.jpg,5.862688559828856
4118,14910,34016,tt0815236,She's Out of My League,/jtoZLyid2QGjbkuMrQ4cMt8iRFd.jpg,5.863087846071851
1312,2915,11234,tt0067525,The Omega Man,/kHd0BZtBfOTph7YUggtDF6EoQ9W.jpg,5.863288173104713
1766,4205,11896,tt0094142,Throw Momma from the Train,/mfNI6ILTjDxNBVGcoRq0VZUrxuX.jpg,5.863288173104713
1293,2874,709,tt0097742,Licence to Kill,/27EySoBH3oBuI6xat2QOquB9X8j.jpg,5.863380335405672
2366,6660,11707,tt0088272,Tightrope,/8wkUedRIN5iBAEGRUScW4cjFCyi.jpg,5.8634310876705324
6526,39683,62592,tt1666642,Revenge of the Bridesmaids,/lKlKi0HJTTpycoxy4BEjOABDt18.jpg,5.8634310876705324
6769,43403,425134,tt4795124,How to Be a Latin Lover,/cn6m1JrtLolcHRRgHrl8thEzcZb.jpg,5.8634310876705324
1523,3495,9285,tt0215129,Road Trip,/DCoZVnHVvtKTYwfM00dfVRbfUQ.jpg,5.863438277912942
1532,3516,698,tt0079574,Moonraker,/pz2r25q3NzNTDGygTYesq5mvwbz.jpg,5.863496037347519
3404,11777,9785,tt0435670,The Invisible,/qmWEb9RTlGFaUKork4tIgKcLkqH.jpg,5.8638825723520815
6566,40244,352492,tt4855748,XOXO,/3mCcVbVLz23MhCngELFihX2uSwb.jpg,5.864471825285622
4545,17986,44754,tt0466893,Margaret,/reXVqyRmZ8NhL1iRrfiEwC7h5Mk.jpg,5.864839235958208
5120,21311,177221,tt2272350,The Battery,/4SUoy9s4f2RZ09IiaDLi1EHNbDV.jpg,5.864839235958208
345,861,19004,tt0113596,The Land Before Time III: The Time of the Great Giving,/gs6TkZsUzBqDa7DV0MZbc2EAMkW.jpg,5.864839235958208
228,499,10447,tt0110678,No Escape,/d2Q8jXe4dW4YKlemRb7oVlY6Msj.jpg,5.864839235958208
4746,19070,39100,tt0142240,ドラゴンボールZ この世で一番強いヤツ,/wNPFBES1uQjy6WGMhYzEjAgpcGV.jpg,5.864839235958208
5586,24352,208869,tt2556874,Plastic,/klgrP7KrmBtWXQ4G6QHd4cBc4LL.jpg,5.864839235958208
1724,4077,2453,tt0102005,Harley Davidson and the Marlboro Man,/u2wmXRegggH2o2AtRm0HXKtJqHY.jpg,5.864839235958208
3386,11721,9955,tt0445934,Blades of Glory,/7vbtLFfN00BaczHjOaPWui4aqg1.jpg,5.86498938127421
4121,14926,44363,tt1323045,Frozen,/lfZNJlAZoheNVHPBhTTlpkBQj4B.jpg,5.8654086701212265
5093,21168,136418,tt1893256,Hummingbird,/oQTs1pOzPP8AkzSHTXSFcLEYw3F.jpg,5.865460376144961
2487,7010,9620,tt0338337,Paycheck,/fvp8I0d21MMbpd0Z8HMeGZXMKGU.jpg,5.865818034971862
4232,15720,41210,tt0889573,The Switch,/cikOGh4sUstWitAS3BTEpXsJ1vr.jpg,5.866069003878089
6036,30542,287903,tt3850590,Krampus,/27SiV4EBHcTBMz4IKANjhX5iIoX.jpg,5.8661683625783
5198,21834,139651,tt2094877,Les Saveurs du palais,/zb3eXdkVdCEdW9BY4Imxz3PWhS7.jpg,5.8662307197691055
6608,40952,331313,tt2387499,Keeping Up with the Joneses,/ekg8qeNidEQ1ylHeahLtsTLPe2k.jpg,5.866511582088377
3433,11863,9408,tt0423294,Surf's Up,/2Car4vWVDenBIMhfCjBvAHzameI.jpg,5.8668954034971055
2518,7167,10677,tt0338096,Dirty Dancing: Havana Nights,/nuUKcfRYjifwjIJPN1J6kIGcSvD.jpg,5.867343184919402
4173,15289,32823,tt1226229,Get Him to the Greek,/gT84OWu3ze3eMapps9s8GxZNFct.jpg,5.867362982543756
3640,12556,13079,tt0815178,The Life Before Her Eyes,/9wuo74rtMNhxCgsTEjioGoM8Rer.jpg,5.867605833182227
1819,4373,5680,tt0095088,"Elvira, Mistress of the Dark",/2T3wyTNmtD8jDVeHtv1Ko7yVFWm.jpg,5.867605833182227
5260,22276,87516,tt1321511,Oldboy,/cmspwpe1usgG5hYijfEcTrueKRC.jpg,5.867637243194648
740,1672,9457,tt0118956,Deep Rising,/hJ1Zhz6MMAHgeSlf7UBCHZKm0QM.jpg,5.867902918316367
3115,10646,7552,tt0369441,Fun with Dick and Jane,/pja5sDJEmh7EBJ5scx5qp6N9Fqw.jpg,5.867951444717032
5001,20549,102362,tt2101341,Dead Man Down,/4hcWLlWTu3Saq2j24dHTKSLQSGe.jpg,5.868259603902444
2852,9314,27324,tt0286751,回路,/2unV6GQtDKszsEGql5Dylxg4sVP.jpg,5.8689648633975375
4324,16322,52587,tt1692504,Wir sind die Nacht,/3rdg390l2AaoS0Y7jJ7G3MCLvjN.jpg,5.8689648633975375
3833,13378,13455,tt0465580,Push,/qN73wDiyplutRKOHiXaLYFgPhwK.jpg,5.869313401913651
6233,33394,324807,tt2056771,A Bigger Splash,/uMJhOiPpSuDFbJc5z6c8hD9h8CQ.jpg,5.869554131837412
2824,9063,152426,tt0112040,The Langoliers,/WPp8nPGtGrk6jzBOujbpRh9xkY.jpg,5.869554131837412
4549,17996,72571,tt1778304,Paranormal Activity 3,/uDO3wyyxrMm93lZZBuslLQxNMgJ.jpg,5.869873522348082
6592,40798,245473,tt2762970,Cloud 9,/uggbllQwfLKkpMhkYrGTsGtoRIT.jpg,5.870308090935922
4254,15893,27374,tt0816556,Lake Mungo,/oi20snBFq92V7Ek5gfF6Fnz0J1E.jpg,5.870308090935922
3333,11498,1931,tt0775539,Stomp the Yard,/u4EaJcyoYMC6LYAdOSsXm3DsLQ.jpg,5.870308090935922
654,1447,9611,tt0120032,Romy and Michele's High School Reunion,/fvgLTx3vM3dUQqytaWCRaTdAdrs.jpg,5.870632196863549
5485,23717,184346,tt2377322,Deliver Us from Evil,/iI0FjaQcFGMlBClEGdMzTkOsOcP.jpg,5.8706391253379655
1972,4917,11891,tt0240468,Kung Pow: Enter the Fist,/yB9bESCHpp2iHUGuTC2Rc74Wdff.jpg,5.871164574654234
3949,14015,18585,tt0806165,The Ramen Girl,/bAdBce3rOac8kIUzDGDEjnqGIjy.jpg,5.871635789832247
1246,2766,2290,tt0120716,Jakob the Liar,/kadiPVZ1GjoFsom1hCgAcOVN337.jpg,5.871635789832247
6428,38167,205588,tt1995390,Our Kind of Traitor,/vZklhnvecz1mA5pv93v20fLdO8Y.jpg,5.871692588692536
4116,14907,27583,tt1234654,Greenberg,/m1eogNKqXzZgFu0juVLcWMdMotV.jpg,5.8722162924121575
4486,17599,49520,tt1488555,The Change-Up,/iXWxlpmaeHQTjFnJhyo95p7Jrnc.jpg,5.8723269360969805
3971,14141,10313,tt1234548,The Men Who Stare at Goats,/dCr1NYTxj7jJi2OlreTzCH7xJcM.jpg,5.8723930605029615
1556,3582,9355,tt0089530,Mad Max Beyond Thunderdome,/9ciqnBU2YlMtMrqNwRzhmaMeL9l.jpg,5.872718998395488
4891,19782,65851,tt1753968,Jackass 3.5,/ppjN0BZaOJ6aHMXsECHJ0dpFb8Z.jpg,5.872735738377964
2864,9383,60672,tt0337103,Les Rivières pourpres 2 : Les Anges de l'apocalypse,/4BwEtvsVbt3wZqfrKZpP5kyn65T.jpg,5.873762063068463
6462,38796,371560,tt5225338,The Eyes of My Mother,/cU67wUWRGP1jvw5tmZdg3w4hGd8.jpg,5.87424566651988
4791,19229,56909,tt1630637,Immaturi,/2cQLSKtYaZeXz6wafq8j6SM1rAc.jpg,5.874269042734856
3420,11828,12526,tt0470705,Bug,/cMYQJOBRa0u44RIMYqXkjAOWYDy.jpg,5.874269042734856
1135,2499,18462,tt0087799,Night of the Comet,/zYGwNFXeGr5pqD1hvBYJjYLsBxL.jpg,5.87552836159647
2021,5149,11452,tt0283111,National Lampoon’s Van Wilder,/oYBUZdW55GPH8D3cPk1HjPQRoYP.jpg,5.875651202993655
764,1767,8656,tt0120647,Deep Impact,/nbF4Tuj4OY8btrjoOHtk64hkKbJ.jpg,5.875727932395987
5727,25795,303542,tt3078296,Il ragazzo invisibile,/yBAwbnlt4vC3fQYUSFy2gKvRoIa.jpg,5.875765839845153
4307,16206,38117,tt1152398,Beastly,/yp7k0Run4cDGygfAmXpee4qEwAA.jpg,5.875930199626019
3879,13616,15092,tt1121931,Crank: High Voltage,/6WLcJkIwyycyUDDfZ5VWU1TcLwF.jpg,5.875930199626019
3366,11634,1738,tt0435705,Next,/lYqsINoop9spG1FV4SjxXvcYfss.jpg,5.87598024079104
3816,13297,10521,tt0901476,Bride Wars,/y5O46J9i98MkcExaPIeZaRImF4C.jpg,5.876079701491697
5686,25219,79218,tt2100546,Ice Age: A Mammoth Christmas,/bBKkG54YXVTFCKeZ4a5pmRubTQg.jpg,5.8762568839564375
4489,17625,55779,tt1622979,Final Destination 5,/m4xhyjrybUGGY2p6bjrF4AO5Osl.jpg,5.876276172115995
6496,39333,316023,tt2823054,Mike and Dave Need Wedding Dates,/u8ynhM5I8D7jG2dUE6KlsOgwYYp.jpg,5.876493379085432
3073,10476,1656,tt0386140,The Legend of Zorro,/rH3WJbSE3APS1l1hTXZZbz3NVP1.jpg,5.87668313990008
4129,14977,23048,tt1231587,Hot Tub Time Machine,/zERxFAXiQdPAfsumIIcBFH8fOVt.jpg,5.876730102357483
1873,4585,17169,tt0080377,Any Which Way You Can,/tYb7uRvaGta3Y08J1C1Q65WiI4G.jpg,5.876796562943382
3803,13241,10202,tt0960731,Bedtime Stories,/nhovvB0LO5nlgIvpPg2C1iLLAvr.jpg,5.877030806800178
3423,11833,14207,tt0412915,The Librarian: Quest for the Spear,/428VHqgQ2sWp0ioZ6I90PCOlr2M.jpg,5.877227418199919
2251,6149,9506,tt0305224,Anger Management,/wsrZrb2Ng3eO4TYmeBufwdKeC3a.jpg,5.877323838705572
3522,12141,663,tt0890870,Saw IV,/veApHw5ARGHWf3ptKf30rOGFY9n.jpg,5.8773460702362526
6360,36243,263341,tt2652118,"Crouching Tiger, Hidden Dragon: Sword of Destiny",/ofUfaj5e6qZtDqTPS5GkEV0H2zH.jpg,5.877706998597572
5903,28940,257091,tt2561572,Get Hard,/qRzUSrN4p6B7fzA5XGm4ebFg3co.jpg,5.8778456295694905
3148,10804,7515,tt0449061,London,/pnTRNDfdxdyx2tYKrTPlO3rcKk4.jpg,5.878050514836959
3996,14240,18176,tt1018818,Assassination of a High School President,/9e1SZqHtyNsJzkrxOgmq8GyEjCN.jpg,5.878050514836959
5350,22913,158907,tt1999987,Breathe In,/8PYhHXwXgXvEiwPcTgeSaYqITe1.jpg,5.878050514836959
641,1404,11419,tt0120434,Vegas Vacation,/8gzMxsGBDcgna4tDswCcdzkBKJo.jpg,5.8781828468520585
5383,23126,190955,tt1747958,Blood Ties,/b92dNX0BYxGAroKuR98I2qn9vwy.jpg,5.8781828468520585
4186,15385,37414,tt0954947,The Killer Inside Me,/9iaV9bNNFBxEWLjnMGvSmnNY4Uj.jpg,5.8781828468520585
5880,28764,266647,tt3332064,Pan,/uflLJBg5iVWaPpzc4Qm54HNoGYd.jpg,5.878221481282733
3542,12211,1620,tt0465494,Hitman,/1U2FpMotSyaciATw5qfEsKdgpX4.jpg,5.878282886880619
2076,5347,818,tt0295178,Austin Powers in Goldmember,/tFR7dTbX5BsmoUwKHfa2cWoZbwK.jpg,5.8785847929944195
99,205,9804,tt0114898,Waterworld,/yordVJcPLh3VNRL7bXzFIBEhXRr.jpg,5.878974514686968
753,1708,9440,tt0119942,Primary Colors,/6ojWGOU5BcjZHDOwBOtxDhTWxJf.jpg,5.879290456094854
6283,34510,10516,tt0079200,Le gendarme et les extra-terrestres,/kX4wWZ7NpdVhlY88ouTedLg2xV0.jpg,5.879290456094854
2209,5920,9358,tt0309593,Final Destination 2,/2Tj8YJJuahzwUbdYDgydYX4Yj4Y.jpg,5.879515063511508
6434,38196,153518,tt1985949,The Angry Birds Movie,/t2mZzQXjpQxmqtJOPpe8Dr2YpMl.jpg,5.879551320036264
1488,3392,10479,tt0160797,Rules of Engagement,/1UlrMyCza2xINltCyYgmAwQAx07.jpg,5.87958842938838
4935,20111,41592,tt1447972,StreetDance 3D,/e35DQIzbXstNtL5rhSxKO13zpCF.jpg,5.88051662022766
6333,35804,272548,tt2718440,Moonwalkers,/f2TmM9dp20dpJqmEFNyC8Jcl3lR.jpg,5.88051662022766
3777,13135,13387,tt1129442,Transporter 3,/d3rokRfJUtSg3wFaTdUKKodhfaA.jpg,5.880614925873305
6705,42271,173897,tt2592614,Resident Evil: The Final Chapter,/7XlaaMzQUz5EqTY0m07hn3PbGu7.jpg,5.881075341229304
4141,15026,35056,tt1279935,Date Night,/fzzPht9KId6Ollow30jYtABhDY3.jpg,5.881213814342259
5398,23219,179538,tt2404738,Las brujas de Zugarramurdi,/qK274TQN9ORE8ZfE8z4SiDdtSDY.jpg,5.8814128471249205
5004,20571,127372,tt2103264,Emperor,/lKcRXcffQM2KxNruljrd7H3gUe5.jpg,5.881729235585519
6598,40866,407655,tt5822648,A Cinderella Story: If the Shoe Fits,/cD7N6mUfFNUgb5Wk4s7TEteB5Nb.jpg,5.881729235585519
4421,17010,9511,tt1343755,Zweiohrküken,/ngeNPb1BB3z4R372ksxHorFHHNv.jpg,5.881729235585519
5753,26004,250225,tt2570858,The Duke of Burgundy,/cCcxut0dyLD4KMOeRRO2oysHSnP.jpg,5.881729235585519
6005,30146,271718,tt3152624,Trainwreck,/2USk7mhiCXRkU9NzttXCzOjg2iV.jpg,5.881876856189003
5290,22524,137094,tt1205537,Jack Ryan: Shadow Recruit,/jBibISmRBUO35p0Picv0nOo33sc.jpg,5.881891059279765
3993,14234,19959,tt0986263,Surrogates,/pHAnrezPCpWzNYYceLivTMcQ4jM.jpg,5.882239040461936
6312,35249,259694,tt1292566,How to Be Single,/jAhFr4OKTq8c5YYi8Xe5raYMU8O.jpg,5.882320575088737
1824,4392,13704,tt0095519,License to Drive,/fIEH2uWrR2KkFuYKnL56f0PQFrP.jpg,5.882928525499882
5550,24142,282296,tt2908856,My Old Lady,/vmPllVt39Ap1U2vmpyRjevwnBTh.jpg,5.882928525499882
3839,13397,13492,tt0814685,Frontière(s),/bWd5u7MWgInE6JYx00f8CzfDNw5.jpg,5.883182804630518
3983,14192,23827,tt1179904,Paranormal Activity,/ns7J1iMSDs5UkEVjMXLPiss7Lrt.jpg,5.883875081396358
5235,22060,64686,tt1335975,47 Ronin,/pUH46wa0n4zXZytpriSaoNUXai4.jpg,5.88394231524738
5007,20593,81250,tt1835977,Geek Charming,/7y02xiRSFqAh9yE6M5xz5bMAkKa.jpg,5.8840481171888115
3259,11248,1249,tt0427969,Hollywoodland,/92MIHjyOpmJMnf79DGtPEXGQhuG.jpg,5.884114708420649
715,1612,8078,tt0118583,Alien: Resurrection,/ve2P64a9kzd7M78kfeaEzBEIEOR.jpg,5.884280946694544
4673,18678,59962,tt1596350,This Means War,/8eqEw3NGdqAfGtHyCTiuoMb4RrM.jpg,5.884523102237762
3302,11405,9836,tt0366548,Happy Feet,/8RLEzftZK87S2usLsQoYtyNYzoV.jpg,5.8849856995717875
4197,15483,27022,tt0963966,The Sorcerer's Apprentice,/ZNSrRpdJ6FjMy4Iu6JpRTJ5Q87.jpg,5.885629969925983
3856,13502,13811,tt0448011,Knowing,/5XnNteYoOQ727JoZqyVcENT28Dv.jpg,5.885647820895017
4198,15487,37834,tt1013743,Knight and Day,/aHEpzwXvMtIEMBE13tWXS5oHZ7d.jpg,5.886121916901491
4379,16763,46529,tt1464540,I Am Number Four,/36E6t6YgzT4mwgqNt5XbcV4MRNU.jpg,5.88631101400532
6335,35854,315880,tt3530978,La corrispondenza,/ghuK137xSNdtZWxXqG96GUFLeYR.jpg,5.88644860346475
6520,39560,351809,tt3655414,Cien años de perdón,/cQj6OKWH2TKQRNUurkJzZ61aABN.jpg,5.88644860346475
1887,4627,12508,tt0202470,Rock Star,/eMbsUnRfRciBGLclsqmICPOXbir.jpg,5.886568810293403
2233,6081,10632,tt0269347,The Hunted,/k8fV0lYH9DqGtB7M681DTa8hRuN.jpg,5.886568810293403
3904,13738,17927,tt1083456,Fired Up!,/bHhLZIg9VKsconJdnwIoUTqakEG.jpg,5.886568810293403
4398,16842,23629,tt0978764,Sucker Punch,/s5SjC5pXsBQG3wx9iVzaIzJzpFl.jpg,5.886742967091784
5128,21380,76285,tt1854564,Percy Jackson: Sea of Monsters,/k1bhUW7XM5X0yD3iewAEvloFBEo.jpg,5.886923028659298
5180,21698,138697,tt2229499,Don Jon,/xD93OhEhMPN0v5VXt21D6rx7HGg.jpg,5.88709105678267
2663,7864,10606,tt0087910,The Philadelphia Experiment,/4J0n9oFLfdkcCA86bXCnViJKxzd.jpg,5.887596729252572
1981,4950,2084,tt0188453,Birthday Girl,/34ps7KL4l3yXeoNnC7vXsIBgZfJ.jpg,5.887596729252572
4719,18953,76493,tt1645170,The Dictator,/uAvG211cGNKSFyPzXFVMZzjkBB8.jpg,5.887649915361293
3597,12405,8247,tt0489099,Jumper,/mIz6FQabZrrzsOwYFpUpreijpvx.jpg,5.888070723614343
6440,38245,26691,tt1349856,Neuilly sa Mère !,/saWnoKPHwKnSkgPcTxFVnpCa9ZU.jpg,5.888189255860639
5181,21709,157820,tt2027140,L'écume des jours,/68he4OAqUDH18CDb9jlnt6MQPCs.jpg,5.888587158864694
3679,12739,13205,tt0447854,Bambi II,/vYqfG1SfpT4lJ5NXsNHY2otIfbt.jpg,5.888587158864694
6515,39509,366514,tt4699388,Un homme à la hauteur,/wyVWOD4mG3C4iLGm5kZnnx6wnMn.jpg,5.888587158864694
1526,3501,955,tt0120755,Mission: Impossible II,/eRaEC0vf5q5TSvaoJPwGTt2wa9T.jpg,5.8887172810746975
4390,16820,51447,tt1521848,Potiche,/dacwMC2OkuTDbsVVAYnUSRyr19o.jpg,5.888732575620207
3895,13694,18360,tt1078912,Night at the Museum: Battle of the Smithsonian,/qbU6AxmO69bBwu6Tw8HtcRoltAA.jpg,5.889038421082058
6026,30400,262504,tt3410834,Allegiant,/tSFBh9Ayn5uiwbUK9HvD2lrRgaQ.jpg,5.8892325217339145
4089,14809,25983,tt1172994,The House of the Devil,/covH6buvTjzrjQLNNA23obaLPXl.jpg,5.88937452876671
2289,6388,296,tt0181852,Terminator 3: Rise of the Machines,/lz4xYdF1n09lyiCfZWtWT44SZiG.jpg,5.889771133971218
5402,23234,157353,tt2209764,Transcendence,/4eESVBvr7KEvPGUZVL5LDWsANda.jpg,5.890455593408087
6541,39932,333484,tt2404435,The Magnificent Seven,/z6BP8yLwck8mN9dtdYKkZ4XGa3D.jpg,5.890529914606959
5095,21175,57201,tt1210819,The Lone Ranger,/b4vil5ueYJNBNypHmo1tpuevh4z.jpg,5.890541543856317
4189,15408,24021,tt1325004,The Twilight Saga: Eclipse,/fBXJGA6WNran1RL4CPKisaPI6UY.jpg,5.890622155698449
6493,39287,324668,tt4196776,Jason Bourne,/lFSSLTlFozwpaGlO31OoUeirBgQ.jpg,5.890637354797804
5068,21053,116811,tt1833844,Berberian Sound Studio,/qCYsa3dCztQYM6tIXMB8ySgLj1B.jpg,5.890968209740628
3932,13910,14197,tt0404254,My Sassy Girl,/PuHS7IRd3tRnkscBDq9AQ8wDHr.jpg,5.890968209740628
3894,13693,534,tt0438488,Terminator Salvation,/gw6JhlekZgtKUFlDTezq3j5JEPK.jpg,5.891036847029085
6709,42309,315837,tt1219827,Ghost in the Shell,/myRzRzCxdfUWjkJWgpHHZ1oGkJd.jpg,5.891210723332438
5627,24728,260001,tt2870808,Life Partners,/i0HIFCSIGB3RibSqwV9JojubOSS.jpg,5.892068377057782
6672,41927,262841,tt3095734,Monster Trucks,/2Vr47xEcWIik5qnaNjSVCKx1REm.jpg,5.8924157788349785
4449,17234,45658,tt1531663,Everything Must Go,/8gUWukFYhc8mYtLB1uiXpUjUxBD.jpg,5.892784217948557
1496,3412,10468,tt0191754,28 Days,/qTrrElHcONoix4hb4IpLiqEnjlb.jpg,5.892784217948557
3145,10796,9975,tt0381971,Curious George,/1WyGePG0GVjAG0FEPX2s9xrP4w9.jpg,5.8931570242983184
4294,16118,39210,tt1421051,Somewhere,/d3A0bbRp6sHN4uz6n3ddbtyL1tt.jpg,5.8935135770101335
6029,30499,328111,tt2709768,The Secret Life of Pets,/WLQN5aiQG8wc9SeKwixW7pAR8K.jpg,5.893613319967103
3406,11780,559,tt0413300,Spider-Man 3,/sqZKCRYGovZ8aN99VVJSdL8Ja9k.jpg,5.8938691938553935
3771,13124,13220,tt1031280,Splinter,/tHCE24obujsOBqhqYgPAdM3XnwE.jpg,5.893874547935523
4530,17841,74725,tt1788391,Kill List,/3MIEta9ptOegQAtawCgnwpCZsR.jpg,5.894233079868172
3624,12494,13688,tt0940709,長江七號,/5DrPz0jRTMMnUxEOtI0t7j4DooT.jpg,5.894234331463431
5335,22840,222899,tt1826590,About Last Night,/scGmWVpSt0Yaanwuxe1IvA5lZRG.jpg,5.895294286424679
215,477,507,tt0110265,Killing Zoe,/jAnpPlUUhBqztIfCfg3OKsTYMhu.jpg,5.895300474823724
659,1471,2058,tt0118556,Addicted to Love,/ed6nD7h9sbojSWY2qrnDcSvDFko.jpg,5.896355627015356
762,1758,9448,tt0120609,The Big Hit,/4J1eAqwaf16mpgUNzaDmrQukUTm.jpg,5.896355627015356
181,377,10395,tt0111742,Wolf,/46vYy53pidrxXznVT05Z3r5jgjP.jpg,5.896676540069237
2719,8184,14024,tt0361696,Raise Your Voice,/b1fdAQC87xpxKzfP1akrrmsDR6R.jpg,5.896676540069237
6037,30543,297761,tt1386697,Suicide Squad,/e1mjopzAS2KNsvpbpahQ1a6SkSn.jpg,5.897037183182586
3534,12185,4515,tt0891527,Lions for Lambs,/iLuo4swOCHF2a8BlaxXZGdqETUs.jpg,5.897354070954028
1897,4684,12103,tt0260866,Don't Say a Word,/mGzwDtIEueaoyzBiGlfiAZACUC5.jpg,5.897354070954028
1064,2320,9422,tt0120633,A Civil Action,/81TGgmcObcfL6jcjPsU1n4n9THI.jpg,5.897399957133225
6183,32827,328589,tt3722070,The Lady in the Van,/8cpr5PSQEnY12FrN6FH6Y9CSkpY.jpg,5.89802277407485
2535,7219,10544,tt0277941,Ned Kelly,/rBid8dQlauN5r58H3rozxpPgEdj.jpg,5.898433630821319
2739,8241,10589,tt0367479,After the Sunset,/seEavscJqc1TuHfSZMeXQwohkNf.jpg,5.898682820844593
4800,19308,82650,tt2023453,Diary of a Wimpy Kid: Dog Days,/tev1d0E9hkiloecGi038tvTsm3y.jpg,5.899334378266812
3599,12411,13641,tt0485851,The Air I Breathe,/RU4LJzMzndmG2WVoZhJD9xpeoq.jpg,5.8994568103603
6442,38295,311667,tt3100274,Manhattan Night,/s8VsHs12GKX8uKdjtuoUakYAEbQ.jpg,5.8994568103603
6137,32160,15657,tt0437503,Tarzan II,/4PMZm53uFvq1eSgNbosr9xJTCM1.jpg,5.899977609076611
1211,2679,11418,tt0089670,National Lampoon’s European Vacation,/QbyzCI54hvCIwt1SQEsq7a6rp8.jpg,5.900296151722863
2417,6842,11384,tt0102004,The Hard Way,/4JrgkB9QEntDPw0Bczmd9fYFGvV.jpg,5.900469654752419
2059,5299,17898,tt0090021,Silver Bullet,/w5B4xDqtkFy8nhuIlpM0vUmR7vD.jpg,5.900469654752419
6248,33837,330127,tt3118874,Back in Time,/sI9CLYcD28w1LR1axUneIog8U0S.jpg,5.900469654752419
4142,15028,13417,tt0401398,Kronk's New Groove,/wytTF8brxjjWnzjfEq6EZBLdnDI.jpg,5.900612671876122
5065,21026,77805,tt1426329,Lovelace,/6J4zI97usxdjhzobBkqFW1d9OQ5.jpg,5.900927188737273
6767,43335,405775,tt4218696,The Wall,/8POAZwZpp24l1IgKKM8ZRAQ2kid.jpg,5.901472319803912
